image_id,question,answer,options
81HXwKq98-L,What shape is featured?,Circle,"['Circle', 'Square', 'Triangle', 'Rectangle']"
81HXwdyE8jL,What kind?,Oats,"['Oats', 'Pasta', 'Chips', 'Cereal']"
81HXwdyE8jL,What brand?,365,"['365', 'Kirkland', 'Generic', 'GreatValue']"
81HXwdyE8jL,Is it organic?,Yes,"['Yes', 'No', 'Maybe', 'Unclear']"
81HYKxhjCdL,What color is this?,Beige,"['Beige', 'Blue', 'Green', 'Red']"
81HYKxhjCdL,What type of product is it?,Folder,"['Folder', 'Book', 'Pencil', 'Eraser']"
81HYKxhjCdL,What is the item name?,Folder,"['Folder', 'Notebook', 'Clipboard', 'Paper']"
81HYnOpEs6L,What is the main color?,Black,"['Black', 'White', 'Brown', 'Blue']"
81HYnOpEs6L,What kind of footwear is this?,Shoe,"['Shoe', 'Sandal', 'Boot', 'Slipper']"
81HYnOpEs6L,What item is shown?,Shoe,"['Shoe', 'Belt', 'Bag', 'Coat']"
81HYrFR4iqL,What is the object?,Case,"['Case', 'Phone', 'Screen', 'Camera']"
81HYrFR4iqL,What is the dominant color?,Brown,"['Brown', 'Black', 'Blue', 'Green']"
81HYrFR4iqL,How many cameras are visible?,One,"['One', 'Two', 'Zero', 'Three']"
81HYrl0Ci8L,What is the item?,Case,"['Case', 'Bottle', 'Card', 'Charger']"
81HYrl0Ci8L,What is the color?,Brown,"['Brown', 'Blue', 'Red', 'Green']"
81HYrl0Ci8L,What type is this?,Phone,"['Phone', 'Book', 'Table', 'Shoes']"
81HYxKq5FVL,What color is the item?,White,"['White', 'Black', 'Red', 'Green']"
81HYxKq5FVL,What is the item?,Stool,"['Stool', 'Vase', 'Lamp', 'Bowl']"
81HYxKq5FVL,How many tiers?,One,"['One', 'Two', 'Three', 'Four']"
81HauIq+vvL,What color are the lids?,Green,"['Green', 'Blue', 'Red', 'Yellow']"
81HauIq+vvL,What shape is most prevalent?,Rectangle,"['Rectangle', 'Square', 'Triangle', 'Circle']"
81HauIq+vvL,How many containers exist?,Twelve,"['Twelve', 'Ten', 'Eight', 'Fourteen']"
81Hauz4uw4L,What color is the phone?,Black,"['Black', 'White', 'Brown', 'Blue']"
81Hauz4uw4L,What pattern is displayed?,Waves,"['Waves', 'Dots', 'Stars', 'Flowers']"
81Hauz4uw4L,What product is it?,Case,"['Case', 'Bottle', 'Speaker', 'Charger']"
81Hb-yVdZgL,What's the top pen color?,Red,"['Red', 'Blue', 'Purple', 'Green']"
81Hb-yVdZgL,How many pens shown?,Ten,"['Ten', 'Eight', 'Twelve', 'Fourteen']"
81Hb-yVdZgL,Pen color last?,Black,"['Black', 'Blue', 'Red', 'Green']"
81HcVjO7rXL,What is the object's type?,case,"['case', 'table', 'shirt', 'pants']"
81HcVjO7rXL,What is the object's color?,green,"['green', 'purple', 'white', 'black']"
81HcVjO7rXL,What is the item's name?,item_name,"['item_name', 'box', 'table', 'pen']"
81HcXno0+uL,What is the item color?,Black,"['Black', 'Red', 'Green', 'Blue']"
81HcXno0+uL,What is the item?,Phone,"['Phone', 'Wallet', 'Book', 'Toy']"
81HcXno0+uL,What is depicted?,Smiley,"['Smiley', 'Frown', 'Triangle', 'Square']"
81HcmryEoCL,What color is most prominent?,Blue,"['Blue', 'Yellow', 'Red', 'Green']"
81HcmryEoCL,What is the object's shape?,Rectangle,"['Rectangle', 'Square', 'Circle', 'Triangle']"
81HcmryEoCL,How many openings are visible?,Two,"['Two', 'One', 'Zero', 'Three']"
81HcpMICdCL,What color is the front?,White,"['White', 'Black', 'Gray', 'Silver']"
81HcpMICdCL,What's its form factor?,Standing,"['Standing', 'Wall', 'Floor', 'Hanging']"
81HcpMICdCL,What is its shape?,Rectangular,"['Rectangular', 'Circular', 'Triangular', 'Oval']"
81HcrSa6aqL,What is the item?,case,"['case', 'phone', 'charger', 'screen']"
81HcrSa6aqL,What is the color?,blue,"['blue', 'red', 'yellow', 'green']"
81HcrSa6aqL,What is the product?,case,"['case', 'charger', 'phone', 'cover']"
81Hct3Et29L,What shape is the logo?,Apple,"['Apple', 'Square', 'Circle', 'Triangle']"
81Hct3Et29L,What is the main color?,Red,"['Red', 'Blue', 'Green', 'Yellow']"
81Hct3Et29L,What is this item?,Case,"['Case', 'Phone', 'Charger', 'Adapter']"
81HcQEgEUTL,What pattern?,Graffiti,"['Graffiti', 'Floral', 'Stripes', 'Dots']"
81HcQEgEUTL,What main color?,Blue,"['Blue', 'Red', 'Yellow', 'Green']"
81HcQEgEUTL,What product type?,Case,"['Case', 'Bag', 'Wallet', 'Stand']"
81Hd+JNqvKL,What is the helmet's color?,Black,"['Black', 'White', 'Red', 'Blue']"
81Hd+JNqvKL,What color is the bag?,Red,"['Red', 'Blue', 'Green', 'Yellow']"
81Hd+JNqvKL,What sport are the bats for?,Baseball,"['Baseball', 'Tennis', 'Cricket', 'Golf']"
81HdBjyKg0L,What is the main visible landscape feature?,Cliff,"['Cliff', 'Beach', 'Desert', 'Forest']"
81HdBjyKg0L,What is the dominant color?,Green,"['Green', 'Blue', 'Red', 'Yellow']"
81HdBjyKg0L,What type of scene is depicted?,Nature,"['Nature', 'Urban', 'Indoor', 'Abstract']"
81HdEdphVXL,What shape is the bulb?,Candle,"['Candle', 'Sphere', 'Tube', 'Cube']"
81HdEdphVXL,How many bulbs are there?,Six,"['Six', 'Three', 'Twelve', 'Four']"
81HdEdphVXL,What is the color of the bulb?,Clear,"['Clear', 'Red', 'Blue', 'Green']"
81HdRcAd8ZL,What item is this?,Phone,"['Phone', 'Wallet', 'Charger', 'Tablet']"
81HdRcAd8ZL,What is the pattern?,Mosaic,"['Mosaic', 'Striped', 'Plaid', 'Floral']"
81HdRcAd8ZL,What is the color?,Gray,"['Gray', 'Blue', 'Red', 'Green']"
81HdlGg-gNL,How many shelves?,Three,"['Three', 'Four', 'Five', 'Two']"
81HdlGg-gNL,What shape handles?,U,"['U', 'Square', 'Rounded', 'L']"
81HdlGg-gNL,Material appears?,Wood,"['Wood', 'Glass', 'Metal', 'Plastic']"
81HduOHQfkL,What is the product?,Gummies,"['Gummies', 'Oil', 'Syrup', 'Powder']"
81HduOHQfkL,How many gummies?,Sixty,"['Sixty', 'Thirty', 'Twelve', 'Hundred']"
81HduOHQfkL,What is added?,B12,"['B12', 'B6', 'D3', 'Zinc']"
81Hd3UlkNXL,What animal is on the case?,Butterfly,"['Butterfly', 'Dog', 'Cat', 'Bird']"
81Hd3UlkNXL,What is the image mainly showcasing?,Hands,"['Hands', 'Flowers', 'Trees', 'Water']"
81Hd3UlkNXL,What is the color of this item?,Brown,"['Brown', 'Blue', 'Green', 'Red']"
81HXhiNSCwL,What is the item?,Bed,"['Bed', 'Chair', 'Sofa', 'Table']"
81HXhiNSCwL,What color is the item?,Gray,"['Gray', 'White', 'Blue', 'Red']"
81HXhiNSCwL,What is the shape of the headboard?,Scalloped,"['Scalloped', 'Square', 'Rectangular', 'Rounded']"
81HcPM8FlXL,What color are the bottles?,Blue,"['Blue', 'Red', 'Green', 'Yellow']"
81HcPM8FlXL,What kind of item is this?,Lotion,"['Lotion', 'Shampoo', 'Soap', 'Cream']"
81HcPM8FlXL,What is written on the bottle?,Sport,"['Sport', 'Water', 'Cool', 'Aqua']"
81HcJeWwTtL,What is the main color?,Brown,"['Brown', 'Blue', 'Green', 'White']"
81HcJeWwTtL,What is it?,Rocks,"['Rocks', 'Trees', 'Flowers', 'Clouds']"
81HcJeWwTtL,What type?,Phone,"['Phone', 'Card', 'Book', 'Bottle']"
81Hb04heFaL,How many items?,Two,"['One', 'Two', 'Three', 'Four']"
81Hb04heFaL,What shade?,Brown,"['Brown', 'Blue', 'Green', 'Red']"
81Hb04heFaL,What is this?,Chair,"['Table', 'Chair', 'Sofa', 'Lamp']"
81HbAI3E1FL,What color is the case?,Red,"['Red', 'Blue', 'Green', 'Yellow']"
81HbAI3E1FL,What is written on the case?,Queen,"['Queen', 'King', 'Princess', 'Prince']"
81HbAI3E1FL,What kind of item is this?,Case,"['Case', 'Laptop', 'Book', 'Phone']"
81HbG9Xq20L,What is the color of the bag?,Pink,"['Pink', 'Blue', 'Green', 'Yellow']"
81HbG9Xq20L,What hangs from the bag?,Chain,"['Chain', 'Handle', 'Ribbon', 'Strap']"
81HbG9Xq20L,What type of item is this?,Bag,"['Bag', 'Shoes', 'Dress', 'Hat']"
81HbVs7ldaL,What message is present on the item?,Hate,"['Hate', 'Love', 'Hope', 'Peace']"
81HbVs7ldaL,What is the Apple logo's shade?,Black,"['Black', 'White', 'Silver', 'Gray']"
81HbVs7ldaL,What design covers the case?,Blocks,"['Blocks', 'Stripes', 'Dots', 'Stars']"
81HbW3sgFsL,What is the visible sole color?,White,"['White', 'Black', 'Blue', 'Gray']"
81HbW3sgFsL,What color is the shoe's inside lining?,Blue,"['Blue', 'Black', 'White', 'Gray']"
81HbW3sgFsL,What color is the laces?,Gray,"['Gray', 'White', 'Black', 'Blue']"
81Hbt389ECL,What is the item's pattern?,Striped,"['Striped', 'Solid', 'Spotted', 'Floral']"
81Hbt389ECL,What material is the sole?,Rope,"['Rope', 'Rubber', 'Leather', 'Plastic']"
81Hbt389ECL,What is the item's predominant color?,Blue,"['Blue', 'Red', 'Green', 'Yellow']"
81HcNeJdKQL,What animal is featured?,Lion,"['Lion', 'Tiger', 'Leopard', 'Cheetah']"
81HcNeJdKQL,What color is it?,Beige,"['Beige', 'Gray', 'White', 'Brown']"
81HcNeJdKQL,What is the item?,Case,"['Case', 'Phone', 'Sticker', 'Poster']"
81HbzpQjfwL,What is the charger's color?,Black,"['Black', 'Green', 'White', 'Silver']"
81HbzpQjfwL,What is the battery brand?,Amazonbasics,"['Amazonbasics', 'Duracell', 'Energizer', 'Rayovac']"
81HbzpQjfwL,What color are the batteries?,Green,"['Green', 'Blue', 'Red', 'Yellow']"
81Hc0OXxgOL,What shape are the shelves?,Rectangular,"['Rectangular', 'Square', 'Triangular', 'Circular']"
81Hc0OXxgOL,What number of shelves are visible?,Four,"['Four', 'Three', 'Five', 'Six']"
81Hc0OXxgOL,What is the shelves orientation?,Horizontal,"['Horizontal', 'Vertical', 'Diagonal', 'Curved']"
81HcEbpPI0L,What is the predominant color?,Green,"['Green', 'Blue', 'Red', 'Yellow']"
81HcEbpPI0L,Are there water droplets present?,Yes,"['Yes', 'No', 'Maybe', 'Unsure']"
81HcEbpPI0L,Are there leaves depicted?,Yes,"['Yes', 'No', 'Possibly', 'Doubtful']"
81HXUmsXk+L,What type of food is this?,Cheese,"['Cheese', 'Fruit', 'Vegetables', 'Meat']"
81HXUmsXk+L,What is the color of the container?,White,"['White', 'Blue', 'Yellow', 'Green']"
81HXUmsXk+L,How is the cheese?,Grated,"['Grated', 'Sliced', 'Block', 'Melted']"
81HXQM8R4qL,What color is it?,Pink,"['Pink', 'Blue', 'Green', 'Yellow']"
81HXQM8R4qL,What is shown?,Phone,"['Phone', 'Wallet', 'Book', 'Bag']"
81HXQM8R4qL,What's the texture?,Shiny,"['Shiny', 'Rough', 'Smooth', 'Matte']"
81HQSmSMHIL,What is the item?,Case,"['Case', 'Phone', 'Charger', 'Screen']"
81HQSmSMHIL,What is the prominent hue?,Pink,"['Pink', 'Gray', 'Green', 'Blue']"
81HQSmSMHIL,What type of product?,Case,"['Case', 'Skin', 'Wrap', 'Charger']"
81HQUiJkRyL,What color is it?,Beige,"['Beige', 'Green', 'Red', 'Blue']"
81HQUiJkRyL,What is this?,Chair,"['Chair', 'Table', 'Sofa', 'Bed']"
81HQUiJkRyL,How many legs?,Four,"['Four', 'Three', 'Two', 'One']"
81HQfBrfzKL,What color is this?,Blue,"['Blue', 'Red', 'Green', 'Yellow']"
81HQfBrfzKL,How many cushions are visible?,Seven,"['Seven', 'Three', 'Nine', 'Five']"
81HQfBrfzKL,What shape is this?,U,"['U', 'Square', 'Triangle', 'Circle']"
81HQlP66N-L,What pattern is displayed?,Wheel,"['Wheel', 'Floral', 'Stripes', 'Dots']"
81HQlP66N-L,What's its primary color?,Gray,"['Gray', 'Blue', 'Red', 'Green']"
81HQlP66N-L,What shape is prevalent?,Round,"['Round', 'Square', 'Triangular', 'Rectangular']"
81HQyCSdFwL,What pattern is present?,Woven,"['Woven', 'Striped', 'Polka', 'Floral']"
81HQyCSdFwL,What is the color?,Gray,"['Gray', 'Red', 'Green', 'Blue']"
81HQyCSdFwL,What is it?,Case,"['Case', 'Bottle', 'Hat', 'Belt']"
81HQzcklUOL,What shape is the item?,Rectangle,"['Rectangle', 'Circle', 'Square', 'Triangle']"
81HQzcklUOL,What pattern is visible?,Woven,"['Woven', 'Striped', 'Polka-dot', 'Floral']"
81HQzcklUOL,What is the background color?,Gray,"['Gray', 'Red', 'Blue', 'Green']"
81HQE99niZL,Which animal is pictured?,Tiger,"['Tiger', 'Lion', 'Leopard', 'Cheetah']"
81HQE99niZL,What pattern covers it?,Stripes,"['Stripes', 'Spots', 'Dots', 'Scales']"
81HQE99niZL,What color are the stripes?,Orange,"['Orange', 'Black', 'White', 'Brown']"
81HR8NzFv0L,What color is the phone case?,Red,"['Red', 'Blue', 'Green', 'Yellow']"
81HR8NzFv0L,What word appears on the case?,No,"['No', 'Yes', 'Hi', 'Go']"
81HR8NzFv0L,What object is pictured?,Phone,"['Phone', 'Book', 'Bottle', 'Laptop']"
81HRidE9N8L,What is the dosage in mcg?,800,"['800', '250', '600', '365']"
81HRidE9N8L,What is the item_name?,Acid,"['Acid', 'Vitamin', 'Folic', 'FolicAcid']"
81HRidE9N8L,How many tablets?,250,"['250', '800', '600', '365']"
81HRqoQ20VL,What's the case color?,Gray,"['Gray', 'Blue', 'Red', 'Green']"
81HRqoQ20VL,What is the product?,Case,"['Case', 'Phone', 'Keyboard', 'Screen']"
81HRqoQ20VL,Is the case portrait?,Yes,"['Yes', 'No', 'Maybe', 'Possibly']"
81HRroDCwZL,What color dominates the product?,Yellow,"['Yellow', 'Blue', 'Red', 'Green']"
81HRroDCwZL,What object is shown?,Phone,"['Phone', 'Tablet', 'Laptop', 'Watch']"
81HRroDCwZL,What is the product's design?,Abstract,"['Abstract', 'Floral', 'Geometric', 'Solid']"
81HS0xHIHdL,What shape is the strainer?,Round,"['Round', 'Square', 'Triangle', 'Oval']"
81HS0xHIHdL,What material is it made of?,Metal,"['Metal', 'Plastic', 'Wood', 'Glass']"
81HS0xHIHdL,What color is the item?,Silver,"['Silver', 'Black', 'White', 'Gray']"
81HS6dd40iL,What color is this?,Red,"['Red', 'Blue', 'Green', 'Yellow']"
81HS6dd40iL,What is printed on it?,No,"['No', 'Yes', 'Maybe', 'Hi']"
81HS6dd40iL,What is this?,Case,"['Case', 'Phone', 'Wallet', 'Card']"
81HSb1e00lL,What is the container color?,Black,"['Black', 'White', 'Green', 'Brown']"
81HSb1e00lL,What is mentioned on the container?,Wheatgrass,"['Wheatgrass', 'Barley', 'Oats', 'Rice']"
81HSb1e00lL,What is the container shape?,Round,"['Round', 'Square', 'Rectangular', 'Triangular']"
81HROBmFBvL,What color is the case?,Red,"['Red', 'Blue', 'Green', 'Yellow']"
81HROBmFBvL,What is inside?,Tools,"['Tools', 'Food', 'Clothes', 'Books']"
81HROBmFBvL,What is the tool's material?,Metal,"['Metal', 'Wood', 'Plastic', 'Paper']"
81HSbZv15EL,What color is it?,Pink,"['Pink', 'Blue', 'Green', 'Yellow']"
81HSbZv15EL,How many cameras are visible?,One,"['One', 'Two', 'Zero', 'Three']"
81HSbZv15EL,What material shines?,Glitter,"['Glitter', 'Plastic', 'Rubber', 'Metal']"
81HQ0n-pcFL,What is the predominant hue?,Blue,"['Blue', 'Green', 'Red', 'Yellow']"
81HQ0n-pcFL,What shape is the item?,Rectangular,"['Rectangular', 'Circular', 'Square', 'Oval']"
81HQ0n-pcFL,What is near the top?,Camera,"['Camera', 'Logo', 'Button', 'Design']"
81HPZPWSB9L,What is the predominant color?,Red,"['Red', 'Blue', 'Green', 'Yellow']"
81HPZPWSB9L,What word is printed?,Queen,"['Queen', 'King', 'Princess', 'Empire']"
81HPZPWSB9L,What shape is the object?,Rectangle,"['Rectangle', 'Square', 'Circle', 'Triangle']"
81HO0ZsXQdL,What animal is featured?,Lion,"['Lion', 'Tiger', 'Leopard', 'Panther']"
81HO0ZsXQdL,What is the color?,Brown,"['Brown', 'Blue', 'Green', 'Red']"
81HO0ZsXQdL,What is the item?,Phone,"['Phone', 'Wallet', 'Book', 'Keys']"
81HO3n5h1LL,What is the primary color?,Black,"['Black', 'White', 'Blue', 'Green']"
81HO3n5h1LL,What is the item's pattern?,Floral,"['Floral', 'Striped', 'Solid', 'Polka-dotted']"
81HO3n5h1LL,What is the product?,Case,"['Case', 'Towel', 'Keyboard', 'Shirt']"
81HOObP02kL,What is the predominant color?,Red,"['Red', 'Blue', 'Green', 'Yellow']"
81HOObP02kL,What is depicted on the cover?,Queen,"['Queen', 'King', 'Princess', 'Prince']"
81HOObP02kL,What object features this cover?,Phone,"['Phone', 'Book', 'Tablet', 'Laptop']"
81HOS1JoC7L,What holds the tool?,Case,"['Case', 'Table', 'Shelf', 'Box']"
81HOS1JoC7L,What color is the case?,Black,"['Black', 'Silver', 'Blue', 'Red']"
81HOS1JoC7L,What item is inside?,Wrench,"['Wrench', 'Hammer', 'Screwdriver', 'Pliers']"
81HOVl5CPyL,What color appears?,Blue,"['Blue', 'Green', 'Purple', 'Yellow']"
81HOVl5CPyL,What item is it?,Case,"['Case', 'Watch', 'Wallet', 'Headphones']"
81HOVl5CPyL,What is shown?,Design,"['Design', 'Logo', 'Phone', 'Strap']"
81HObAfadZL,What color is the chair?,Red,"['Red', 'Blue', 'Green', 'Yellow']"
81HObAfadZL,What is above the seat?,Roof,"['Roof', 'Ground', 'Handle', 'Leg']"
81HObAfadZL,Is the chair folded?,No,"['No', 'Yes', 'Maybe', 'Unsure']"
81HPf3Vd0WL,What color are the pans?,Black,"['Black', 'Silver', 'Gray', 'Red']"
81HPf3Vd0WL,How many pans are there?,Three,"['Three', 'Two', 'One', 'Four']"
81HPf3Vd0WL,What is this item?,Pan,"['Pan', 'Pot', 'Lid', 'Spoon']"
81HP-2RGRfL,What shape is the base?,Pineapple,"['Pineapple', 'Square', 'Round', 'Cube']"
81HP-2RGRfL,What color is the shade?,White,"['White', 'Gold', 'Black', 'Green']"
81HP-2RGRfL,What is it?,Lamp,"['Lamp', 'Vase', 'Jar', 'Statue']"
81HPDXMQILL,What color is the box?,Green,"['Green', 'Blue', 'Red', 'Yellow']"
81HPDXMQILL,What kind of tea is it?,Green,"['Green', 'Black', 'White', 'Herbal']"
81HPDXMQILL,How many bags are there?,Forty,"['Forty', 'Fifty', 'Sixty', 'Seventy']"
81HPH32qgnL,What color is the item?,Black,"['Black', 'Blue', 'Red', 'Green']"
81HPH32qgnL,What shape is the item?,Square,"['Square', 'Round', 'Oval', 'Triangle']"
81HPH32qgnL,What is the item made of?,Wood,"['Wood', 'Metal', 'Plastic', 'Glass']"
81HPHj9gYEL,What footwear is it?,Sandals,"['Boots', 'Sneakers', 'Sandals', 'Loafers']"
81HPHj9gYEL,What is the color?,Pink,"['Blue', 'Red', 'Green', 'Pink']"
81HPHj9gYEL,Is it closed or open?,Open,"['Closed', 'Wide', 'Narrow', 'Open']"
81HPOgP7tQL,What is the item's color?,Black,"['Black', 'Blue', 'Brown', 'Gray']"
81HPOgP7tQL,What kind of closure?,Lace,"['Lace', 'Buckle', 'Zipper', 'Velcro']"
81HPOgP7tQL,Is this footwear?,Yes,"['Yes', 'No', 'Maybe', 'Possibly']"
81HPYT382WL,What is the color of the case?,Tan,"['Tan', 'Red', 'Blue', 'Green']"
81HPYT382WL,What is the surface like?,Cracked,"['Cracked', 'Smooth', 'Metallic', 'Wooden']"
81HPYT382WL,What is the object?,Case,"['Case', 'Cup', 'Book', 'Pillow']"
81HPDFUndoL,What color is the lower portion of the paper?,Orange,"['Orange', 'Green', 'Blue', 'Red']"
81HPDFUndoL,What is the product type shown?,Paper,"['Paper', 'Pencil', 'Notebook', 'Eraser']"
81HPDFUndoL,What pattern is on the sheets?,Lines,"['Lines', 'Dots', 'Squares', 'None']"
81Hduy1XNFL,What color are the soles?,White,"['White', 'Black', 'Yellow', 'Blue']"
81Hduy1XNFL,What color is the shoe?,Black,"['Black', 'Blue', 'Red', 'Green']"
81Hduy1XNFL,What is the product?,Shoe,"['Shoe', 'Shirt', 'Hat', 'Bag']"
81HSiNccHlL,What is the predominant color?,Red,"['Red', 'Blue', 'Green', 'Yellow']"
81HSiNccHlL,What word is printed?,Queen,"['Queen', 'King', 'Princess', 'Diamond']"
81HSiNccHlL,What accessory is depicted?,Crown,"['Crown', 'Scepter', 'Ring', 'Necklace']"
81HT5l6BIUL,What shape is visible in the center?,Apple,"['Apple', 'Square', 'Circle', 'Triangle']"
81HT5l6BIUL,What is the color of the phone case?,Pink,"['Pink', 'Green', 'Blue', 'White']"
81HT5l6BIUL,What type of item is pictured?,Case,"['Case', 'Phone', 'Charger', 'Earbuds']"
81HVpMMNOAL,What is the text color?,Yellow,"['Yellow', 'Black', 'White', 'Gray']"
81HVpMMNOAL,What is the writing?,Text,"['Text', 'Logo', 'Drawing', 'None']"
81HVpMMNOAL,What type of item is it?,Case,"['Case', 'Phone', 'Tablet', 'Charger']"
81HW-P0H1YL,What type of tea?,Green,"['Green', 'Black', 'Herbal', 'Oolong']"
81HW-P0H1YL,What is the tea flavor?,Jasmine,"['Jasmine', 'Chamomile', 'Mint', 'Lemon']"
81HW-P0H1YL,What is the brand?,Solimo,"['Solimo', 'Lipton', 'Tetley', 'Celestial']"
81HWLivPshL,What is the item?,Case,"['Case', 'Bottle', 'Screen', 'Phone']"
81HWLivPshL,What is the predominant hue?,Green,"['Green', 'Blue', 'Red', 'Yellow']"
81HWLivPshL,What is this product?,Case,"['Case', 'Holder', 'Charger', 'Cover']"
81HWURMVi-L,What is the item's color?,Pink,"['Pink', 'Blue', 'Yellow', 'Green']"
81HWURMVi-L,What word is visible?,Girl,"['Girl', 'Boy', 'Woman', 'Person']"
81HWURMVi-L,What's the item?,Case,"['Case', 'Bottle', 'Charger', 'Phone']"
81HWW1kSrmL,What is item's color?,Beige,"['Beige', 'Brown', 'Green', 'Blue']"
81HWW1kSrmL,What kind of item?,Chair,"['Chair', 'Table', 'Vase', 'Lamp']"
81HWW1kSrmL,What is on top?,Cushion,"['Cushion', 'Wood', 'Metal', 'Plastic']"
81HWgePeoKL,What's the item's color?,Beige,"['Beige', 'Blue', 'Green', 'Red']"
81HWgePeoKL,How many wheels are visible?,Four,"['Four', 'Two', 'Six', 'One']"
81HWgePeoKL,What is the item?,Suitcase,"['Suitcase', 'Backpack', 'Briefcase', 'Box']"
81HVmA-vuBL,What is the prominent design?,Stars,"['Stars', 'Lines', 'Circles', 'Squares']"
81HVmA-vuBL,What is the item's shape?,Rectangle,"['Rectangle', 'Square', 'Circle', 'Triangle']"
81HVmA-vuBL,What is shown at the bottom?,Trees,"['Trees', 'Clouds', 'Mountains', 'Rivers']"
81HWhVeElrL,What is the color of the object?,Gray,"['Gray', 'Blue', 'Red', 'Green']"
81HWhVeElrL,What kind of seat is this?,Chair,"['Chair', 'Table', 'Sofa', 'Bed']"
81HWhVeElrL,What kind of base does it have?,Round,"['Round', 'Square', 'Rectangular', 'Oval']"
81HWiBcAarL,What shape is featured?,Cross,"['Cross', 'Square', 'Triangle', 'Circle']"
81HWiBcAarL,What color is this item?,Silver,"['Silver', 'Gold', 'Bronze', 'Black']"
81HWiBcAarL,What kind of product is this?,Ring,"['Ring', 'Necklace', 'Bracelet', 'Earring']"
81HWj6jNshL,What's the primary color?,Pink,"['Pink', 'Gray', 'Black', 'Purple']"
81HWj6jNshL,What is the object's texture?,Rough,"['Rough', 'Smooth', 'Glossy', 'Satin']"
81HWj6jNshL,What object is depicted?,Phone,"['Phone', 'Tablet', 'Laptop', 'Watch']"
81HWqKdufRL,What is the primary color?,Blue,"['Blue', 'Red', 'Green', 'Yellow']"
81HWqKdufRL,How many footprints?,Two,"['Two', 'One', 'Three', 'Four']"
81HWqKdufRL,What shape are the prints?,Foot,"['Foot', 'Hand', 'Square', 'Circle']"
81HX1YnpikL,What is the case's pattern?,Abstract,"['Abstract', 'Floral', 'Striped', 'Geometric']"
81HX1YnpikL,What is the case's primary color?,Yellow,"['Yellow', 'Red', 'Green', 'Purple']"
81HX1YnpikL,What kind of item is this?,Case,"['Case', 'Phone', 'Charger', 'Stand']"
81HX5pdO3ML,What animal is shown?,Lion,"['Lion', 'Tiger', 'Cheetah', 'Leopard']"
81HX5pdO3ML,What's the main color?,Brown,"['Brown', 'Blue', 'Green', 'Red']"
81HX5pdO3ML,What is the product?,Case,"['Case', 'Shirt', 'Mug', 'Hat']"
81HXF-oTI7L,What is the primary color?,Pink,"['Pink', 'Green', 'Blue', 'Black']"
81HXF-oTI7L,What shape is this?,Rectangle,"['Rectangle', 'Square', 'Circle', 'Triangle']"
81HXF-oTI7L,What direction do most stripes go?,Diagonal,"['Diagonal', 'Horizontal', 'Vertical', 'Curved']"
81HWhfrfjeL,What is their color?,White,"['White', 'Black', 'Yellow', 'Red']"
81HWhfrfjeL,How many lights?,Twelve,"['Twelve', 'Three', 'Five', 'One']"
81HWhfrfjeL,What are these?,Lights,"['Lights', 'Screws', 'Pens', 'Bottles']"
81HSyDqdruL,What is the color of the leggings?,Black,"['Black', 'Red', 'Blue', 'Green']"
81HSyDqdruL,What is the item?,Leggings,"['Leggings', 'Shirt', 'Dress', 'Skirt']"
81HSyDqdruL,Is this clothing on a model?,Yes,"['Yes', 'No', 'Maybe', 'Sometimes']"
81HVbl9yXtL,What shape is the top?,Round,"['Round', 'Square', 'Triangular', 'Rectangular']"
81HVbl9yXtL,What color is the cover?,Beige,"['Beige', 'Blue', 'Red', 'Green']"
81HVbl9yXtL,What is the item resting on?,Legs,"['Legs', 'Wheels', 'Rope', 'None']"
81HVL9KpbRL,What is the case's design?,Marble,"['Marble', 'Floral', 'Stripes', 'Solid']"
81HVL9KpbRL,What is the object?,Case,"['Case', 'Phone', 'Wallet', 'Charger']"
81HVL9KpbRL,What color is dominant?,Pink,"['Pink', 'Blue', 'Yellow', 'Green']"
81HTE7Aft9L,What is the phone case's background?,Glitter,"['Glitter', 'Stripes', 'Plaid', 'Polka-dots']"
81HTE7Aft9L,What is printed on the case?,Text,"['Text', 'Shapes', 'Numbers', 'Logos']"
81HTE7Aft9L,What is the phone cover's pattern?,Sparkle,"['Sparkle', 'Floral', 'Solid', 'Animal']"
81HTEPeWn7L,What is written?,Nap,"['Nap', 'Queen', 'King', 'Cool']"
81HTEPeWn7L,What color is it?,Blue,"['Blue', 'Red', 'Green', 'Yellow']"
81HTEPeWn7L,How many straps?,One,"['One', 'Two', 'Zero', 'Three']"
81HTG5pNWdL,What is the primary color?,Gold,"['Gold', 'Silver', 'Blue', 'Green']"
81HTG5pNWdL,What is the material doing?,Shining,"['Shining', 'Fading', 'Cracking', 'Drying']"
81HTG5pNWdL,What is the item made of?,Glitter,"['Glitter', 'Silk', 'Wood', 'Paper']"
81HTdyQLsKL,What is the item?,Case,"['Case', 'Laptop', 'Book', 'Phone']"
81HTdyQLsKL,What is main color?,Blue,"['Blue', 'Green', 'Red', 'Yellow']"
81HTdyQLsKL,What brand is it?,Apple,"['Apple', 'Samsung', 'Nokia', 'Motorola']"
81HTqYsdb4L,What color are the shoes?,Brown,"['Brown', 'Blue', 'Green', 'Red']"
81HTqYsdb4L,What type of item is this?,Shoes,"['Shoes', 'Shirt', 'Pants', 'Hat']"
81HTqYsdb4L,How many shoes?,One,"['One', 'Two', 'Three', 'Zero']"
81HTtD-Y4bL,What shape covers the item?,Stars,"['Stars', 'Circles', 'Squares', 'Triangles']"
